"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
5,"Tomoya Ichikawa",32,57,154,135,12,23,7,0,1,8,0,0,6,32,0.17,0.226,0.244,0.47,33,3,4,8,1,0,"Hokkaido Nippon Ham Fighters",2017
6,"Yuji Iiyama",37,10,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
7,"Junnosuke Imai*",19,1,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
8,"Kazunari Ishii*",23,114,361,317,33,65,8,2,3,24,3,5,28,113,0.205,0.271,0.271,0.542,86,6,1,14,1,0,"Hokkaido Nippon Ham Fighters",2017
9,"Takayuki Kato*",25,21,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Hokkaido Nippon Ham Fighters",2017
10,"Ryosuke Kishisato*",22,7,14,14,1,2,1,0,0,0,0,0,0,3,0.143,0.143,0.214,0.357,3,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
11,"Kensuke Kondo*",23,57,231,167,32,69,15,0,3,29,3,0,60,27,0.413,0.567,0.557,1.124,93,3,2,0,2,0,"Hokkaido Nippon Ham Fighters",2017
12,"Takuya Kori",19,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
13,"Toshiki Kurobane",30,19,30,29,1,8,2,0,0,1,0,0,0,6,0.276,0.276,0.345,0.621,10,0,0,1,0,0,"Hokkaido Nippon Ham Fighters",2017
14,"Brandon Laird",29,137,571,503,56,115,18,1,32,90,0,0,54,125,0.229,0.308,0.459,0.767,231,18,7,0,7,0,"Hokkaido Nippon Ham Fighters",2017
15,"Go Matsumoto",23,115,448,402,46,110,17,0,5,33,6,3,21,61,0.274,0.314,0.353,0.667,142,7,3,21,1,1,"Hokkaido Nippon Ham Fighters",2017
16,"Luis Mendoza",33,20,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
17,"Tatsuya Morimoto",23,5,10,9,0,1,0,0,0,0,0,0,0,3,0.111,0.2,0.111,0.311,1,1,1,0,0,0,"Hokkaido Nippon Ham Fighters",2017
18,"Keisuke Moriyama*",23,5,12,11,0,0,0,0,0,0,0,0,1,9,0,0.083,0,0.083,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
19,"Toru Murata*",32,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
20,"Takuya Nakashima*",26,91,331,283,26,59,1,2,1,13,11,3,23,80,0.208,0.268,0.237,0.505,67,2,0,25,0,0,"Hokkaido Nippon Ham Fighters",2017
21,"Sho Nakata",28,129,542,472,56,102,23,0,16,67,0,1,61,103,0.216,0.31,0.367,0.676,173,14,5,0,4,0,"Hokkaido Nippon Ham Fighters",2017
22,"Haruki Nishikawa*",25,138,623,541,82,160,26,6,9,44,39,5,69,103,0.296,0.378,0.416,0.794,225,6,4,6,3,0,"Hokkaido Nippon Ham Fighters",2017
23,"Shohei Ohtani*",22,65,231,202,24,67,16,1,8,31,0,1,24,63,0.332,0.403,0.54,0.942,109,0,2,0,3,0,"Hokkaido Nippon Ham Fighters",2017
24,"Hiromi Oka",25,60,132,124,15,21,4,1,0,7,6,2,4,34,0.169,0.194,0.218,0.412,27,4,0,3,1,0,"Hokkaido Nippon Ham Fighters",2017
25,"Shota Ono",30,83,183,154,13,34,5,0,3,13,0,1,16,30,0.221,0.309,0.312,0.62,48,1,4,8,1,0,"Hokkaido Nippon Ham Fighters",2017
26,"Susumu Orui",26,13,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
27,"Kengo Ota*",20,40,88,82,9,14,2,1,1,6,0,0,2,21,0.171,0.19,0.256,0.447,21,1,0,4,0,0,"Hokkaido Nippon Ham Fighters",2017
28,"Taishi Ota",27,118,457,427,41,110,21,1,15,46,5,2,28,88,0.258,0.302,0.417,0.719,178,14,0,0,2,0,"Hokkaido Nippon Ham Fighters",2017
29,"Yuki Saito",29,6,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
30,"Yushi Shimizu",21,61,120,111,7,22,4,0,1,10,0,0,5,35,0.198,0.231,0.261,0.492,29,4,0,3,1,0,"Hokkaido Nippon Ham Fighters",2017
31,"Kenshi Sugiya#",26,35,85,75,5,11,2,1,0,3,1,0,5,20,0.147,0.2,0.2,0.4,15,1,0,5,0,0,"Hokkaido Nippon Ham Fighters",2017
32,"Yuto Takahama",20,3,12,11,0,2,0,0,0,0,0,0,1,5,0.182,0.25,0.182,0.432,2,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
33,"Hirotoshi Takanashi",26,22,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"Hokkaido Nippon Ham Fighters",2017
34,"Kensuke Tanaka*",36,107,349,314,22,79,6,1,2,18,11,4,35,36,0.252,0.327,0.296,0.623,93,4,0,0,0,1,"Hokkaido Nippon Ham Fighters",2017
35,"Naoyuki Uwasawa",23,15,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Hokkaido Nippon Ham Fighters",2017
36,"Ryo Watanabe",22,22,35,30,4,4,1,1,0,2,0,0,3,13,0.133,0.212,0.233,0.445,7,0,0,2,0,0,"Hokkaido Nippon Ham Fighters",2017
37,"Kenji Yano",36,44,49,44,0,9,2,0,0,10,0,0,5,13,0.205,0.286,0.25,0.536,11,1,0,0,0,0,"Hokkaido Nippon Ham Fighters",2017
38,"Toshitake Yokoo",24,50,149,134,14,32,3,0,7,20,0,0,11,45,0.239,0.309,0.418,0.727,56,2,3,0,1,0,"Hokkaido Nippon Ham Fighters",2017
1,"Ryoichi Adachi",29,109,380,316,40,64,9,3,3,26,4,3,37,61,0.203,0.306,0.278,0.584,88,5,10,17,0,0,"Orix Buffaloes",2017
2,"Ken Akama",26,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
3,"Brandon Dickson",32,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
4,"Torai Fusimi",27,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
5,"Shunta Goto*",24,129,329,296,29,71,16,7,2,27,4,3,15,76,0.24,0.275,0.361,0.637,107,3,1,13,4,1,"Orix Buffaloes",2017
6,"Yoshihisa Hirano",33,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
7,"Daisuke Iida",26,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
8,"Hikaru Ito",28,103,239,196,21,37,9,2,5,23,0,0,18,47,0.189,0.263,0.332,0.594,65,2,2,22,1,1,"Orix Buffaloes",2017
9,"Kyohei Iwasaki*",31,7,11,11,1,1,0,0,0,0,1,0,0,2,0.091,0.091,0.091,0.182,1,0,0,0,0,0,"Orix Buffaloes",2017
10,"Chihiro Kaneko*",33,27,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
11,"Takayoshi Kawabata",32,18,28,28,4,6,2,0,0,2,0,0,0,2,0.214,0.214,0.286,0.5,8,0,0,0,0,0,"Orix Buffaloes",2017
12,"Shuhei Kojima*",30,61,182,164,17,35,5,2,2,19,3,0,7,21,0.213,0.243,0.305,0.548,50,4,0,9,2,0,"Orix Buffaloes",2017
13,"Eiichi Koyano",36,130,506,470,41,130,14,1,6,47,0,0,28,60,0.277,0.32,0.349,0.669,164,13,3,3,2,0,"Orix Buffaloes",2017
14,"Chris Marrero",28,82,319,283,39,82,15,1,20,50,1,0,29,84,0.29,0.364,0.562,0.925,159,6,5,0,2,1,"Orix Buffaloes",2017
15,"Takahiro Matsuba*",26,23,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
16,"Yuki Miyazaki",30,52,146,137,9,37,7,2,2,13,0,1,6,32,0.27,0.303,0.394,0.698,54,0,1,1,1,0,"Orix Buffaloes",2017
17,"Brent Morel",30,38,110,98,9,27,8,0,1,11,0,2,12,28,0.276,0.355,0.388,0.742,38,3,0,0,0,0,"Orix Buffaloes",2017
18,"Yuma Mune*",21,10,26,22,2,4,1,0,0,0,0,3,3,6,0.182,0.308,0.227,0.535,5,1,1,0,0,0,"Orix Buffaloes",2017
19,"Hiroyuki Nakajima",34,124,489,431,36,123,19,0,9,49,0,0,46,93,0.285,0.36,0.392,0.752,169,11,7,0,5,0,"Orix Buffaloes",2017
20,"Yuki Nishi",26,17,5,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0,"Orix Buffaloes",2017
21,"Masahiro Nishino*",26,100,331,282,33,66,11,2,2,21,8,4,24,46,0.234,0.305,0.309,0.613,87,4,6,16,3,0,"Orix Buffaloes",2017
22,"Yuya Oda*",27,43,20,17,4,1,0,0,0,0,0,0,1,7,0.059,0.111,0.059,0.17,1,0,0,2,0,0,"Orix Buffaloes",2017
23,"Takahiro Okada*",29,143,593,504,77,134,19,0,31,68,2,1,83,141,0.266,0.374,0.488,0.862,246,10,5,0,1,1,"Orix Buffaloes",2017
24,"Daisuke Okazaki*",18,5,14,14,1,2,0,0,0,1,0,0,0,3,0.143,0.143,0.143,0.286,2,0,0,0,0,0,"Orix Buffaloes",2017
25,"Koji Oshiro",24,122,400,345,28,85,10,1,2,21,7,4,16,59,0.246,0.285,0.299,0.583,103,6,3,35,1,0,"Orix Buffaloes",2017
26,"Stefen Romero",28,103,424,390,55,107,13,0,26,66,2,1,27,98,0.274,0.33,0.508,0.838,198,12,6,0,1,0,"Orix Buffaloes",2017
27,"Takuya Shimada",30,5,9,7,0,1,0,0,0,1,0,0,2,1,0.143,0.333,0.143,0.476,1,1,0,0,0,0,"Orix Buffaloes",2017
28,"Yutaro Sugimoto",26,9,17,17,2,2,1,0,1,2,0,0,0,6,0.118,0.118,0.353,0.471,6,1,0,0,0,0,"Orix Buffaloes",2017
29,"Kohei Suzuki",26,72,39,37,10,3,2,0,0,0,0,0,0,8,0.081,0.081,0.135,0.216,5,2,0,2,0,0,"Orix Buffaloes",2017
30,"Kengo Takeda",23,97,219,207,19,61,8,0,2,14,0,0,5,47,0.295,0.321,0.362,0.683,75,3,3,4,0,0,"Orix Buffaloes",2017
31,"Daiki Tomei",28,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
32,"Kenya Wakatsuki",21,100,256,218,16,44,8,2,1,18,0,0,10,50,0.202,0.245,0.271,0.515,59,9,3,23,2,0,"Orix Buffaloes",2017
33,"Taisuke Yamaoka*",21,24,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
34,"Katsuki Yamazaki",34,17,22,18,1,2,2,0,0,2,0,0,2,4,0.111,0.2,0.222,0.422,4,0,0,2,0,0,"Orix Buffaloes",2017
35,"Masataka Yoshida*",23,64,268,228,42,71,11,0,12,38,1,1,38,32,0.311,0.41,0.518,0.928,118,9,1,0,1,2,"Orix Buffaloes",2017
36,"Yuto Yoshida*",22,11,8,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Orix Buffaloes",2017
1,"Shogo Akiyama*",29,143,659,575,106,185,38,5,25,89,16,5,72,97,0.322,0.398,0.536,0.933,308,4,5,0,7,1,"Saitama Seibu Lions",2017
2,"Hideto Asamura",26,143,633,574,78,167,34,1,19,99,5,1,44,96,0.291,0.347,0.453,0.799,260,17,8,1,6,0,"Saitama Seibu Lions",2017
3,"Frank Garces*",27,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2017
4,"Sosuke Genda*",24,143,647,575,85,155,18,10,3,57,37,10,36,100,0.27,0.317,0.351,0.669,202,5,6,26,4,0,"Saitama Seibu Lions",2017
5,"Yuji Kaneko#",27,90,320,283,43,77,17,2,5,34,25,8,27,49,0.272,0.333,0.399,0.733,113,5,1,5,4,0,"Saitama Seibu Lions",2017
6,"Yusei Kikuchi*",26,26,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0,"Saitama Seibu Lions",2017
7,"Fumikazu Kimura",28,105,203,184,26,37,5,1,2,13,7,4,13,53,0.201,0.256,0.272,0.528,50,5,1,4,1,0,"Saitama Seibu Lions",2017
8,"Shogo Kimura*",37,3,7,6,1,1,0,0,0,0,0,0,1,1,0.167,0.286,0.167,0.452,1,1,0,0,0,0,"Saitama Seibu Lions",2017
9,"Takumi Kuriyama*",33,116,374,333,28,84,13,0,9,46,0,0,27,64,0.252,0.308,0.372,0.68,124,10,3,4,7,0,"Saitama Seibu Lions",2017
10,"Ernesto Mejia",31,113,388,345,34,83,18,0,19,53,1,0,37,100,0.241,0.32,0.458,0.778,158,7,4,0,2,0,"Saitama Seibu Lions",2017
11,"Daichi Mizuguchi*",28,56,51,50,17,14,3,0,0,4,5,4,1,6,0.28,0.294,0.34,0.634,17,1,0,0,0,0,"Saitama Seibu Lions",2017
12,"Tomoya Mori*",21,38,145,124,16,42,8,3,2,18,3,1,21,24,0.339,0.434,0.5,0.934,62,4,0,0,0,0,"Saitama Seibu Lions",2017
13,"Kyohei Nagae*",24,25,19,17,3,4,1,0,1,4,0,0,0,5,0.235,0.235,0.471,0.706,8,0,0,2,0,0,"Saitama Seibu Lions",2017
14,"Takeya Nakamura",33,115,486,415,69,90,14,0,27,79,1,0,61,118,0.217,0.319,0.446,0.765,185,12,4,0,6,1,"Saitama Seibu Lions",2017
15,"Ryoma Nogami",30,24,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2017
16,"Masatoshi Okada",28,68,172,144,19,33,6,1,0,9,0,0,10,28,0.229,0.306,0.285,0.591,41,1,6,12,0,1,"Saitama Seibu Lions",2017
17,"Yosuke Okamoto",31,14,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2017
18,"Aito Otaki",20,9,6,5,2,0,0,0,0,0,0,0,0,3,0,0.167,0,0.167,0,0,1,0,0,0,"Saitama Seibu Lions",2017
19,"Shogo Saito*",28,10,8,8,2,1,0,0,0,0,0,0,0,4,0.125,0.125,0.125,0.25,1,0,0,0,0,0,"Saitama Seibu Lions",2017
20,"Ryo Sakata*",30,11,19,16,2,7,0,0,2,4,0,0,3,8,0.438,0.526,0.813,1.339,13,0,0,0,0,0,"Saitama Seibu Lions",2017
21,"Yasuo Sano*",24,6,3,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,1,0,0,"Saitama Seibu Lions",2017
22,"Ginjiro Sumitani",29,104,310,267,32,67,11,0,5,30,2,1,8,45,0.251,0.289,0.348,0.638,93,6,8,23,4,0,"Saitama Seibu Lions",2017
23,"Shotaro Tashiro*",27,38,62,56,8,4,0,1,1,5,3,2,5,16,0.071,0.161,0.161,0.322,9,1,1,0,0,0,"Saitama Seibu Lions",2017
24,"Ken Togame",29,20,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Saitama Seibu Lions",2017
25,"Shuta Tonosaki",24,135,489,438,65,113,22,3,10,48,23,3,33,109,0.258,0.315,0.39,0.706,171,4,5,10,3,0,"Saitama Seibu Lions",2017
26,"Tatsuyuki Uemoto*",36,11,11,10,0,1,0,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,1,0,0,0,0,0,"Saitama Seibu Lions",2017
27,"Naoto Watanabe",36,32,79,68,3,16,7,0,0,3,0,0,7,14,0.235,0.307,0.338,0.645,23,2,0,4,0,0,"Saitama Seibu Lions",2017
28,"Brian Wolfe",36,23,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"Saitama Seibu Lions",2017
29,"Nien Ting Wu*",24,15,44,39,5,9,2,1,0,4,1,0,4,8,0.231,0.295,0.333,0.629,13,2,0,0,1,0,"Saitama Seibu Lions",2017
30,"Hotaka Yamakawa",25,78,293,242,46,72,19,0,23,61,0,1,46,72,0.298,0.42,0.661,1.081,160,7,5,0,0,1,"Saitama Seibu Lions",2017
1,"Toshihito Abe*",28,44,23,20,3,4,0,0,0,1,1,0,2,6,0.2,0.273,0.2,0.473,4,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2017
2,"Yuichi Adachi",27,49,87,76,5,16,1,1,1,7,0,1,5,18,0.211,0.268,0.289,0.558,22,1,1,5,0,0,"Tohoku Rakuten Golden Eagles",2017
3,"Ginji Akaminai*",29,143,590,529,55,155,30,0,3,60,2,1,56,74,0.293,0.362,0.367,0.728,194,11,2,1,2,1,"Tohoku Rakuten Golden Eagles",2017
4,"Japhet Amador",30,121,460,417,35,99,9,0,23,65,0,1,39,102,0.237,0.304,0.424,0.729,177,18,2,0,2,0,"Tohoku Rakuten Golden Eagles",2017
5,"Tomohiro Anraku*",20,10,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
6,"Luis Cruz",33,13,37,37,2,6,2,0,0,2,0,0,0,4,0.162,0.162,0.216,0.378,8,1,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
7,"Shoma Fujihira",18,8,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2017
8,"Kazuya Fujita*",34,102,315,270,28,68,9,2,3,33,2,1,16,21,0.252,0.293,0.333,0.626,90,8,1,25,3,1,"Tohoku Rakuten Golden Eagles",2017
9,"Masayoshi Fukuda",25,9,7,7,1,1,0,0,0,1,1,0,0,1,0.143,0.143,0.143,0.286,1,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
10,"Yuri Furukawa",21,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
11,"Ryo Hijirisawa*",31,111,252,232,29,58,14,2,1,21,2,1,13,50,0.25,0.3,0.341,0.641,79,2,4,2,1,0,"Tohoku Rakuten Golden Eagles",2017
12,"Toru Hosokawa",37,20,23,20,1,2,0,0,1,1,0,0,0,9,0.1,0.1,0.25,0.35,5,0,0,3,0,0,"Tohoku Rakuten Golden Eagles",2017
13,"Toshiaki Imae",33,51,135,128,11,32,7,1,1,10,0,0,6,26,0.25,0.284,0.344,0.627,44,3,0,1,0,0,"Tohoku Rakuten Golden Eagles",2017
14,"Tadashi Ishimine*",32,14,14,14,0,1,1,0,0,0,0,0,0,7,0.071,0.071,0.143,0.214,2,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
15,"Yoshinao Kamata",23,12,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
16,"Takayuki Kishi",32,26,5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2017
17,"Shintaro Masuda*",29,32,77,71,7,12,4,0,1,4,1,0,6,23,0.169,0.234,0.268,0.501,19,1,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
18,"Kazuo Matsui#",41,44,83,76,6,16,2,1,2,10,0,1,6,23,0.211,0.277,0.342,0.619,26,1,1,0,0,0,"Tohoku Rakuten Golden Eagles",2017
19,"Manabu Mima*",30,26,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
20,"Takumi Miyoshi",24,56,115,103,12,25,9,0,1,9,0,1,7,27,0.243,0.288,0.359,0.648,37,1,0,4,1,0,"Tohoku Rakuten Golden Eagles",2017
21,"Eigoro Mogi*",23,103,450,398,64,118,25,2,17,47,3,2,45,84,0.296,0.37,0.497,0.867,198,4,2,4,1,1,"Tohoku Rakuten Golden Eagles",2017
22,"Itsuki Murabayashi",19,1,3,2,2,1,0,0,0,0,0,0,1,1,0.5,0.667,0.5,1.167,1,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
23,"Taishi Nakagawa",27,23,36,34,3,4,2,0,0,4,0,0,1,11,0.118,0.167,0.176,0.343,6,0,1,0,0,0,"Tohoku Rakuten Golden Eagles",2017
24,"Tetsuro Nishida",25,22,24,22,2,3,0,0,0,0,0,0,2,10,0.136,0.208,0.136,0.345,3,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
25,"Takahiro Norimoto*",26,25,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
26,"Takero Okajima*",27,111,400,342,51,89,13,5,3,32,3,2,41,65,0.26,0.338,0.354,0.692,121,6,2,10,5,0,"Tohoku Rakuten Golden Eagles",2017
27,"Louis Okoye",19,41,141,130,21,39,17,0,3,11,5,2,3,38,0.3,0.331,0.5,0.831,65,3,3,5,0,0,"Tohoku Rakuten Golden Eagles",2017
28,"Carlos Peguero*",30,120,517,463,67,130,17,1,26,75,3,2,50,139,0.281,0.356,0.49,0.846,227,16,4,0,0,3,"Tohoku Rakuten Golden Eagles",2017
29,"Motohiro Shima",32,112,369,281,34,56,9,0,3,28,2,1,57,62,0.199,0.339,0.263,0.603,74,8,3,27,1,0,"Tohoku Rakuten Golden Eagles",2017
30,"Hiroaki Shimauchi*",27,143,577,494,62,131,14,3,14,47,3,6,64,67,0.265,0.352,0.391,0.743,193,8,4,12,3,0,"Tohoku Rakuten Golden Eagles",2017
31,"Takahiro Shimotsuma",23,8,11,10,0,1,0,0,0,0,0,0,0,5,0.1,0.1,0.1,0.2,1,0,0,1,0,0,"Tohoku Rakuten Golden Eagles",2017
32,"Kazuki Tanaka#",22,51,59,54,9,6,2,0,1,2,7,2,3,25,0.111,0.158,0.204,0.362,11,0,0,2,0,0,"Tohoku Rakuten Golden Eagles",2017
33,"Yasuhito Uchida",22,7,21,21,0,1,0,0,0,1,0,0,0,9,0.048,0.048,0.048,0.095,1,1,0,0,0,0,"Tohoku Rakuten Golden Eagles",2017
34,"Zelous Wheeler",30,142,605,542,75,147,27,0,31,82,7,3,50,98,0.271,0.342,0.493,0.835,267,14,10,0,3,4,"Tohoku Rakuten Golden Eagles",2017
