"Rk","Name","Age","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Team","Year"
11,"Takehiro Ishikawa*",28,89,375,343,43,89,8,1,1,18,6,3,16,82,0.259,0.306,0.297,0.603,102,2,7,9,0,1,"Yokohama Bay Stars",2015
12,"Shigeru Kaga",30,9,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,"Yokohama Bay Stars",2015
13,"Takayuki Kajitani*",26,134,578,520,70,143,35,2,13,66,28,13,54,132,0.275,0.342,0.425,0.767,221,4,0,2,2,0,"Yokohama Bay Stars",2015
14,"Yota Kosugi",29,27,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2015
15,"Yasutomo Kubo",34,21,34,28,1,2,0,0,0,0,0,0,1,17,0.071,0.103,0.071,0.175,2,0,0,5,0,0,"Yokohama Bay Stars",2015
16,"Yuki Kuniyoshi",23,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yokohama Bay Stars",2015
17,"Toshihiko Kuramoto*",24,102,265,245,11,51,4,0,2,20,0,0,10,60,0.208,0.244,0.249,0.493,61,8,2,7,1,0,"Yokohama Bay Stars",2015
18,"Toshiki Kurobane",28,63,149,129,8,23,3,0,1,7,0,1,11,32,0.178,0.239,0.225,0.464,29,2,0,7,2,0,"Yokohama Bay Stars",2015
19,"Masayuki Kuwahara",21,60,116,103,14,19,4,1,1,5,1,1,5,26,0.184,0.222,0.272,0.494,28,1,0,8,0,0,"Yokohama Bay Stars",2015
20,"Jose Lopez",31,140,565,516,63,150,29,1,25,73,1,1,44,82,0.291,0.347,0.496,0.843,256,14,2,0,3,3,"Yokohama Bay Stars",2015
21,"Hyuma Matsui",24,59,135,116,14,26,9,1,1,9,1,0,3,23,0.224,0.25,0.345,0.595,40,2,1,15,0,0,"Yokohama Bay Stars",2015
22,"Keijiro Matsumoto*",29,51,85,73,10,20,5,0,1,7,0,1,7,19,0.274,0.329,0.384,0.713,28,2,0,3,2,0,"Yokohama Bay Stars",2015
23,"Hiroki Minei#",24,74,208,186,18,44,8,1,5,26,0,0,12,46,0.237,0.298,0.371,0.669,69,2,5,3,2,0,"Yokohama Bay Stars",2015
24,"Kazuki Mishima#",25,20,30,25,1,3,0,0,0,0,0,0,0,10,0.12,0.12,0.12,0.24,3,0,0,5,0,0,"Yokohama Bay Stars",2015
25,"Daisuke Miura",41,17,31,28,0,4,1,0,0,0,0,0,0,7,0.143,0.143,0.179,0.321,5,0,0,3,0,0,"Yokohama Bay Stars",2015
26,"Toshiro Miyazaki",26,58,163,152,13,44,8,0,1,10,0,0,6,21,0.289,0.331,0.362,0.693,55,5,4,0,1,0,"Yokohama Bay Stars",2015
27,"Guillermo Moscoso",31,15,15,13,0,3,0,0,0,1,0,0,0,6,0.231,0.231,0.231,0.462,3,0,0,2,0,0,"Yokohama Bay Stars",2015
28,"Masashi Nishimori#",27,2,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,"Yokohama Bay Stars",2015
29,"Tomo Otosaka*",21,52,138,124,11,28,1,2,3,10,2,3,9,25,0.226,0.276,0.339,0.615,42,0,0,4,1,0,"Yokohama Bay Stars",2015
30,"Taiki Sekine*",20,55,159,144,14,32,2,5,1,10,8,3,8,22,0.222,0.261,0.326,0.588,47,1,0,6,1,0,"Yokohama Bay Stars",2015
31,"Tatsuya Shimozono*",30,53,84,74,8,21,4,0,1,8,0,0,8,14,0.284,0.354,0.378,0.732,28,2,0,2,0,0,"Yokohama Bay Stars",2015
32,"Hiroyuki Shirasaki",24,81,238,204,25,46,9,1,6,9,2,4,11,45,0.225,0.269,0.368,0.636,75,1,1,22,0,0,"Yokohama Bay Stars",2015
33,"Kota Suda",28,29,11,7,0,1,0,0,0,0,0,0,1,3,0.143,0.25,0.143,0.393,1,0,0,3,0,0,"Yokohama Bay Stars",2015
34,"Yoshiki Sunada*",19,14,24,22,0,2,0,0,0,2,0,0,0,13,0.091,0.091,0.091,0.182,2,0,0,2,0,0,"Yokohama Bay Stars",2015
35,"Hisanori Takahashi*",40,6,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,0,0,0,0,0,0,"Yokohama Bay Stars",2015
36,"Shuto Takajo",22,64,148,129,9,26,7,0,1,9,0,0,8,32,0.202,0.27,0.279,0.549,36,6,4,7,0,0,"Yokohama Bay Stars",2015
37,"Kentaro Takasaki",30,7,10,8,0,2,0,0,0,0,0,0,1,3,0.25,0.333,0.25,0.583,2,0,0,1,0,0,"Yokohama Bay Stars",2015
38,"Hitoshi Tamura",38,4,8,7,1,1,0,0,0,0,0,0,1,1,0.143,0.25,0.143,0.393,1,0,0,0,0,0,"Yokohama Bay Stars",2015
39,"Yoshitomo Tsutsugo*",23,138,568,496,79,157,28,1,24,93,0,0,68,98,0.317,0.4,0.522,0.922,259,5,2,0,2,0,"Yokohama Bay Stars",2015
40,"Kensuke Uchimura#",29,28,46,39,8,7,0,0,0,1,2,1,2,9,0.179,0.22,0.179,0.399,7,0,0,5,0,0,"Yokohama Bay Stars",2015
41,"Shun Yamaguchi",27,20,33,29,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,4,0,0,"Yokohama Bay Stars",2015
42,"Koki Yamashita*",22,23,43,42,2,10,2,0,0,2,0,1,0,12,0.238,0.238,0.286,0.524,12,0,0,1,0,0,"Yokohama Bay Stars",2015
43,"Noriharu Yamazaki",28,25,34,29,4,3,1,0,0,2,2,0,3,12,0.103,0.188,0.138,0.325,4,0,0,2,0,0,"Yokohama Bay Stars",2015
44,"Shigeo Yanagida",33,24,49,43,1,9,2,0,0,5,0,0,1,11,0.209,0.261,0.256,0.517,11,2,2,3,0,0,"Yokohama Bay Stars",2015
1,"Shinnosuke Abe*",36,111,419,343,44,83,14,0,15,47,0,0,64,84,0.242,0.37,0.414,0.784,142,9,8,0,4,1,"Yomiuri Giants",2015
2,"Ryoji Aikawa",38,40,114,99,11,31,3,2,4,17,1,0,12,16,0.313,0.384,0.505,0.889,50,1,0,2,1,0,"Yomiuri Giants",2015
3,"Leslie Anderson*",33,83,260,234,20,59,14,0,7,31,1,1,21,37,0.252,0.327,0.402,0.729,94,5,5,0,0,1,"Yomiuri Giants",2015
4,"Alex Castellanos",28,6,22,20,2,2,1,0,0,1,0,0,2,11,0.1,0.182,0.15,0.332,3,0,0,0,0,0,"Yomiuri Giants",2015
5,"Frederich Cepeda#",35,20,28,21,1,0,0,0,0,1,0,0,7,6,0,0.25,0,0.25,0,1,0,0,0,0,"Yomiuri Giants",2015
6,"Hisayoshi Chono",30,130,479,434,49,109,20,3,15,52,3,2,34,81,0.251,0.31,0.415,0.725,180,12,4,5,2,0,"Yomiuri Giants",2015
7,"Takehiro Donoue*",30,59,104,98,7,27,9,1,3,13,0,0,4,20,0.276,0.301,0.48,0.781,47,6,0,1,1,0,"Yomiuri Giants",2015
8,"Juan Francisco*",28,5,18,18,0,3,0,0,0,1,0,0,0,11,0.167,0.167,0.167,0.333,3,0,0,0,0,0,"Yomiuri Giants",2015
9,"Itaru Hashimoto*",25,68,151,137,19,30,11,1,1,10,4,1,9,35,0.219,0.27,0.336,0.606,46,1,1,3,1,0,"Yomiuri Giants",2015
10,"Hirokazu Ibata",40,98,321,269,20,63,9,0,1,19,3,3,37,36,0.234,0.331,0.279,0.61,75,4,3,10,2,0,"Yomiuri Giants",2015
11,"Tomoya Inzen*",31,3,2,2,0,2,0,0,0,2,0,0,0,0,1,1,1,2,2,0,0,0,0,0,"Yomiuri Giants",2015
12,"Yoshiyuki Kamei*",32,109,432,382,42,104,21,0,6,35,8,1,40,59,0.272,0.338,0.374,0.712,143,6,1,3,6,0,"Yomiuri Giants",2015
13,"Yasuyuki Kataoka",32,113,411,348,42,85,13,1,10,36,21,9,25,36,0.244,0.299,0.374,0.672,130,7,2,36,0,0,"Yomiuri Giants",2015
14,"Ken Kato",34,35,83,75,3,18,3,0,0,3,0,0,4,24,0.24,0.272,0.28,0.552,21,2,0,2,2,0,"Yomiuri Giants",2015
15,"Tatsuhiko Kinjo#",38,36,95,90,9,21,3,0,1,10,1,0,3,11,0.233,0.266,0.3,0.566,27,0,1,1,0,0,"Yomiuri Giants",2015
16,"Seiji Kobayashi",26,70,204,177,13,40,6,0,2,13,2,0,19,39,0.226,0.312,0.294,0.605,52,6,3,5,0,1,"Yomiuri Giants",2015
17,"Yuki Koyama",26,7,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,1,0,0,0,0,0,"Yomiuri Giants",2015
18,"Tetsuya Matsumoto*",30,44,37,34,8,5,1,0,0,0,3,0,2,10,0.147,0.194,0.176,0.371,6,0,0,1,0,0,"Yomiuri Giants",2015
19,"Miles Mikolas",26,21,54,49,5,7,2,0,0,3,0,1,1,22,0.143,0.16,0.184,0.344,9,1,0,4,0,0,"Yomiuri Giants",2015
20,"Shuichi Murata",34,103,370,330,33,78,9,0,12,39,1,1,28,65,0.236,0.31,0.373,0.683,123,12,8,2,2,2,"Yomiuri Giants",2015
21,"Daisuke Nakai",25,29,47,43,2,9,1,0,0,2,0,0,2,9,0.209,0.261,0.233,0.493,10,0,1,1,0,0,"Yomiuri Giants",2015
22,"Kazuma Okamoto",19,17,31,28,2,6,0,0,1,4,2,0,2,4,0.214,0.29,0.321,0.612,9,3,1,0,0,0,"Yomiuri Giants",2015
23,"Taishi Ota",25,60,138,130,13,36,7,0,1,3,3,2,7,39,0.277,0.319,0.354,0.673,46,0,1,0,0,0,"Yomiuri Giants",2015
24,"Kan Otake",32,11,16,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,"Yomiuri Giants",2015
25,"Aaron Poreda*",28,24,44,43,0,4,0,0,0,1,0,0,1,29,0.093,0.114,0.093,0.207,4,0,0,0,0,0,"Yomiuri Giants",2015
26,"Masaki Sakaguchi",24,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2015
27,"Hayato Sakamoto",26,130,558,479,50,129,21,3,12,68,10,4,65,79,0.269,0.353,0.401,0.754,192,5,0,9,5,1,"Yomiuri Giants",2015
28,"Kazunari Sanematsu",34,22,39,33,5,6,0,0,1,3,1,0,2,9,0.182,0.27,0.273,0.543,9,0,2,2,0,0,"Yomiuri Giants",2015
29,"Hirokazu Sawamura",27,60,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2015
30,"Tomoyuki Sugano",25,25,60,53,0,4,1,1,0,2,0,0,0,21,0.075,0.093,0.132,0.225,7,0,1,6,0,0,"Yomiuri Giants",2015
31,"Toshiya Sugiuchi*",34,17,28,26,1,3,0,0,0,2,0,0,0,9,0.115,0.115,0.115,0.231,3,0,0,2,0,0,"Yomiuri Giants",2015
32,"Takahiro Suzuki#",37,65,22,17,22,5,1,0,1,4,10,1,2,4,0.294,0.4,0.529,0.929,9,0,1,2,0,0,"Yomiuri Giants",2015
33,"Kazuto Taguchi*",19,13,19,16,0,2,0,0,0,2,0,0,0,8,0.125,0.125,0.125,0.25,2,1,0,3,0,0,"Yomiuri Giants",2015
34,"Hayato Takagi",25,26,48,42,1,4,1,0,0,0,0,0,0,21,0.095,0.095,0.119,0.214,5,2,0,6,0,0,"Yomiuri Giants",2015
35,"Kyosuke Takagi*",25,33,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2015
36,"Yoshinobu Takahashi*",40,77,158,133,11,37,5,0,5,21,2,0,20,39,0.278,0.386,0.429,0.815,57,3,4,0,1,0,"Yomiuri Giants",2015
37,"Soichiro Tateoka",25,91,367,339,36,103,9,3,0,14,16,6,18,61,0.304,0.343,0.348,0.691,118,2,4,3,3,0,"Yomiuri Giants",2015
38,"Takayuki Terauchi",32,31,29,24,6,6,0,0,0,3,4,0,0,6,0.25,0.28,0.25,0.53,6,0,1,4,0,0,"Yomiuri Giants",2015
39,"Harutomo Tsuji*",20,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,0,0,0,0,0,0,"Yomiuri Giants",2015
40,"Tetsuya Utsumi*",33,5,8,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Yomiuri Giants",2015
41,"Kenji Yano",34,8,14,14,0,1,0,0,0,1,0,0,0,3,0.071,0.071,0.071,0.143,1,0,0,0,0,0,"Yomiuri Giants",2015
42,"Daiki Yoshikawa#",22,47,60,56,11,14,5,1,0,4,3,0,2,15,0.25,0.276,0.375,0.651,21,1,0,2,0,0,"Yomiuri Giants",2015
1,"Keiyo Aomatsu",28,13,20,20,2,3,1,0,1,2,0,0,0,7,0.15,0.15,0.35,0.5,7,0,0,0,0,0,"Chiba Lotte Marines",2015
2,"Luis Cruz",31,133,532,501,48,128,23,1,16,73,0,0,24,66,0.255,0.289,0.401,0.691,201,7,2,0,5,1,"Chiba Lotte Marines",2015
3,"Alfredo Despaigne",29,103,409,353,49,91,18,0,18,62,0,1,49,89,0.258,0.352,0.462,0.814,163,9,4,0,3,2,"Chiba Lotte Marines",2015
4,"Naoya Emura",23,14,7,6,2,0,0,0,0,0,0,0,0,2,0,0.143,0,0.143,0,1,1,0,0,0,"Chiba Lotte Marines",2015
5,"Kazuya Fukuura*",39,73,199,173,17,47,3,0,2,21,1,0,20,34,0.272,0.367,0.324,0.691,56,4,6,0,0,1,"Chiba Lotte Marines",2015
6,"Ryuzo Hijii*",19,6,14,14,1,2,2,0,0,2,0,0,0,3,0.143,0.143,0.286,0.429,4,0,0,0,0,0,"Chiba Lotte Marines",2015
7,"Kei Hosoya",27,16,14,10,4,3,0,0,0,2,1,0,3,1,0.3,0.429,0.3,0.729,3,0,0,0,1,0,"Chiba Lotte Marines",2015
8,"Chad Huffman",30,6,13,11,0,1,0,0,0,0,0,0,2,4,0.091,0.231,0.091,0.322,1,0,0,0,0,0,"Chiba Lotte Marines",2015
9,"Tadahito Iguchi",40,87,250,227,21,56,17,1,6,28,1,0,21,65,0.247,0.316,0.41,0.726,93,4,2,0,0,0,"Chiba Lotte Marines",2015
10,"Toshiaki Imae",31,98,400,373,40,107,18,4,1,38,2,2,16,35,0.287,0.33,0.365,0.695,136,17,9,0,2,1,"Chiba Lotte Marines",2015
11,"Seiya Inoue",25,5,12,11,0,2,0,0,0,0,0,0,1,1,0.182,0.25,0.182,0.432,2,1,0,0,0,0,"Chiba Lotte Marines",2015
12,"Ayumu Ishikawa",27,27,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2015
13,"Shota Ishimine",27,34,109,86,10,25,3,0,0,12,5,0,10,10,0.291,0.357,0.326,0.683,28,0,0,11,2,0,"Chiba Lotte Marines",2015
14,"Katsuya Kakunaka*",28,111,484,427,57,125,20,5,6,52,8,4,47,52,0.293,0.363,0.405,0.768,173,12,1,7,2,0,"Chiba Lotte Marines",2015
15,"Yuki Karakawa",25,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Chiba Lotte Marines",2015
16,"Shohei Kato#",24,21,63,57,3,13,1,0,0,2,2,0,3,11,0.228,0.267,0.246,0.512,14,0,0,3,0,0,"Chiba Lotte Marines",2015
17,"Ikuhiro Kiyota",29,130,548,489,67,155,38,4,15,67,10,4,54,93,0.317,0.387,0.503,0.89,246,11,3,0,2,0,"Chiba Lotte Marines",2015
18,"Naoya Masuda",25,51,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2015
19,"Ryo Miki",23,40,29,29,6,4,0,0,1,2,1,0,0,5,0.138,0.138,0.241,0.379,7,2,0,0,0,0,"Chiba Lotte Marines",2015
20,"Shogo Nakamura",23,111,299,269,43,62,4,4,5,21,4,4,15,69,0.23,0.279,0.331,0.61,89,4,4,9,2,0,"Chiba Lotte Marines",2015
21,"Shunichi Nemoto*",31,62,187,163,19,40,3,5,2,15,2,1,20,41,0.245,0.326,0.362,0.688,59,0,0,3,1,0,"Chiba Lotte Marines",2015
22,"Takashi Ogino",29,82,309,279,42,75,9,2,2,13,18,5,16,38,0.269,0.317,0.337,0.654,94,5,4,9,1,0,"Chiba Lotte Marines",2015
23,"Yoshifumi Okada*",30,112,205,188,24,46,2,3,0,13,11,2,8,22,0.245,0.283,0.287,0.57,54,0,2,7,0,0,"Chiba Lotte Marines",2015
24,"Shoitsu Omatsu*",33,18,53,49,5,11,3,0,0,5,0,0,3,12,0.224,0.264,0.286,0.55,14,2,0,0,1,0,"Chiba Lotte Marines",2015
25,"Shota Omine",23,41,30,25,2,3,0,0,0,2,0,0,2,6,0.12,0.207,0.12,0.327,3,0,1,1,1,0,"Chiba Lotte Marines",2015
26,"Yuta Omine*",27,24,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Chiba Lotte Marines",2015
27,"Saburo Omura",39,36,52,46,2,10,1,0,1,4,0,0,6,14,0.217,0.308,0.304,0.612,14,1,0,0,0,0,"Chiba Lotte Marines",2015
28,"Dae-Eun Rhee*",26,37,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2015
29,"Daichi Suzuki*",25,142,564,487,60,128,24,4,6,50,1,5,47,58,0.263,0.33,0.366,0.695,178,10,3,24,3,1,"Chiba Lotte Marines",2015
30,"Takuya Takahama*",25,33,45,42,5,12,2,0,0,4,0,0,1,11,0.286,0.302,0.333,0.636,14,0,0,2,0,0,"Chiba Lotte Marines",2015
31,"Tatsuhiro Tamura",21,117,365,305,26,52,10,1,2,32,3,2,33,69,0.17,0.251,0.23,0.48,70,3,1,22,4,0,"Chiba Lotte Marines",2015
32,"Masatomo Uematsu*",25,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chiba Lotte Marines",2015
33,"Hideaki Wakui",29,28,6,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,1,0,0,0,0,0,"Chiba Lotte Marines",2015
34,"Yuta Yoshida",23,65,131,110,6,25,1,0,1,9,1,0,9,26,0.227,0.287,0.264,0.551,29,2,1,9,2,0,"Chiba Lotte Marines",2015
1,"Kenji Akashi*",29,115,394,342,49,90,12,3,3,30,11,5,31,64,0.263,0.33,0.342,0.672,117,4,5,12,4,1,"Fukuoka Softbank Hawks",2015
2,"Barbaro Canizares",35,14,36,33,3,11,1,0,1,3,0,0,3,5,0.333,0.389,0.455,0.843,15,1,0,0,0,0,"Fukuoka Softbank Hawks",2015
3,"Tomoaki Egawa",28,25,37,34,4,7,3,0,1,4,0,0,2,11,0.206,0.243,0.382,0.626,13,1,0,0,1,0,"Fukuoka Softbank Hawks",2015
4,"Shuhei Fukuda*",26,84,183,168,28,39,11,2,1,14,10,4,12,35,0.232,0.283,0.339,0.623,57,1,0,3,0,0,"Fukuoka Softbank Hawks",2015
5,"Yuya Hasegawa*",30,30,96,85,8,19,0,0,5,12,0,0,11,27,0.224,0.313,0.4,0.713,34,0,0,0,0,1,"Fukuoka Softbank Hawks",2015
6,"Yuichi Honda*",30,61,174,158,17,36,8,0,0,4,5,4,9,36,0.228,0.274,0.278,0.552,44,2,1,6,0,0,"Fukuoka Softbank Hawks",2015
7,"Toru Hosokawa",35,59,114,95,4,11,5,0,0,5,0,0,9,37,0.116,0.19,0.168,0.359,16,2,0,9,1,0,"Fukuoka Softbank Hawks",2015
8,"Takeshi Hosoyamada",29,12,8,6,2,1,1,0,0,2,1,0,1,0,0.167,0.286,0.333,0.619,2,0,0,1,0,1,"Fukuoka Softbank Hawks",2015
9,"Kenta Imamiya",23,142,530,457,52,104,18,3,7,45,3,3,34,83,0.228,0.279,0.326,0.605,149,13,0,35,4,0,"Fukuoka Softbank Hawks",2015
10,"Kentaro Inomoto",24,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
11,"Keisuke Kaneko#",29,9,4,4,0,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,2,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
12,"Keizo Kawashima",31,77,194,157,34,43,6,4,2,20,7,2,22,29,0.274,0.368,0.401,0.769,63,2,3,9,3,0,"Fukuoka Softbank Hawks",2015
13,"Ryuma Kidokoro*",29,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
14,"Dae-ho Lee",33,141,584,510,68,144,30,0,31,98,0,1,62,109,0.282,0.368,0.524,0.892,267,17,9,0,3,0,"Fukuoka Softbank Hawks",2015
15,"Taisei Makihara*",22,43,51,44,6,7,1,0,0,4,2,0,0,4,0.159,0.17,0.182,0.352,8,2,1,4,2,0,"Fukuoka Softbank Hawks",2015
16,"Nobuhiro Matsuda",32,143,603,533,91,153,22,2,35,94,8,10,60,135,0.287,0.357,0.533,0.889,284,17,2,0,8,3,"Fukuoka Softbank Hawks",2015
17,"Nobuhiko Matsunaka*",41,9,16,15,0,1,0,0,0,1,0,0,1,9,0.067,0.125,0.067,0.192,1,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
18,"Akira Nakamura*",25,135,590,506,58,152,22,0,1,39,7,4,66,47,0.3,0.386,0.35,0.735,177,7,6,9,3,0,"Fukuoka Softbank Hawks",2015
19,"Kenichi Nakata",32,24,7,7,1,3,1,0,0,2,0,0,0,4,0.429,0.429,0.571,1,4,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
20,"Akira Niho",25,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
21,"Kenji Otonari*",30,11,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
22,"Tadashi Settsu",33,20,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
23,"Jason Standridge",36,23,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
24,"Tomoki Takata*",25,81,175,156,16,37,3,1,1,11,4,2,12,43,0.237,0.292,0.288,0.58,45,2,0,7,0,0,"Fukuoka Softbank Hawks",2015
25,"Hiroaki Takaya*",33,93,192,171,14,30,6,1,1,16,0,1,13,31,0.175,0.234,0.24,0.473,41,2,0,8,0,0,"Fukuoka Softbank Hawks",2015
26,"Shota Takeda",22,25,6,5,0,1,0,0,0,1,0,0,0,3,0.2,0.2,0.2,0.4,1,0,0,1,0,0,"Fukuoka Softbank Hawks",2015
27,"Hayato Terahara",31,21,3,3,0,1,0,0,0,2,0,0,0,1,0.333,0.333,0.333,0.667,1,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
28,"Masayoshi Tsukada",25,12,12,12,1,2,0,0,1,1,2,0,0,2,0.167,0.167,0.417,0.583,5,0,0,0,0,0,"Fukuoka Softbank Hawks",2015
29,"Shinya Tsuruoka",34,56,142,128,7,25,3,1,1,9,1,0,7,17,0.195,0.234,0.258,0.491,33,2,0,5,2,0,"Fukuoka Softbank Hawks",2015
30,"Seiichi Uchikawa",32,136,585,529,60,150,24,1,11,82,1,0,45,55,0.284,0.34,0.395,0.735,209,24,4,0,7,2,"Fukuoka Softbank Hawks",2015
31,"Seiji Uebayashi*",19,15,45,44,6,14,4,1,2,6,0,2,0,13,0.318,0.333,0.591,0.924,26,0,1,0,0,0,"Fukuoka Softbank Hawks",2015
32,"Ayatsugu Yamashita*",22,11,9,6,0,1,0,0,0,0,0,1,3,1,0.167,0.444,0.167,0.611,1,1,0,0,0,0,"Fukuoka Softbank Hawks",2015
33,"Yuki Yanagita*",26,138,605,502,110,182,31,1,34,99,32,8,88,101,0.363,0.469,0.631,1.101,317,9,14,0,1,4,"Fukuoka Softbank Hawks",2015
34,"Yuki Yoshimura",31,73,151,129,12,28,5,2,3,15,0,0,16,36,0.217,0.325,0.357,0.681,46,1,5,0,1,2,"Fukuoka Softbank Hawks",2015
1,"Kohei Arihara",22,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
2,"Daiki Asama*",19,46,140,130,16,37,6,3,0,10,4,2,5,29,0.285,0.307,0.377,0.683,49,2,0,3,2,0,"Hokkaido Nippon Ham Fighters",2015
3,"Victor Garate*",30,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
4,"Jeremy Hermida*",31,50,192,166,12,35,8,1,1,18,1,1,24,60,0.211,0.318,0.289,0.607,48,1,2,0,0,0,"Hokkaido Nippon Ham Fighters",2015
5,"Tomoya Ichikawa",30,43,120,106,11,24,4,1,2,12,0,0,6,30,0.226,0.272,0.34,0.612,36,0,1,6,1,0,"Hokkaido Nippon Ham Fighters",2015
6,"Yuji Iiyama",35,75,29,24,4,6,2,0,0,4,0,1,1,6,0.25,0.28,0.333,0.613,8,0,0,4,0,0,"Hokkaido Nippon Ham Fighters",2015
7,"Ryo Ishikawa",19,27,31,28,1,6,2,0,0,3,0,0,1,9,0.214,0.226,0.286,0.512,8,0,0,0,2,0,"Hokkaido Nippon Ham Fighters",2015
8,"Shingo Ishikawa",22,43,99,87,11,18,4,1,2,11,1,1,9,11,0.207,0.289,0.345,0.633,30,2,1,2,0,0,"Hokkaido Nippon Ham Fighters",2015
9,"Atsushi Kita*",26,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
10,"Kensuke Kondo*",21,129,504,435,68,142,33,2,8,60,6,2,59,59,0.326,0.405,0.467,0.872,203,9,2,3,5,2,"Hokkaido Nippon Ham Fighters",2015
11,"Brandon Laird",27,143,554,498,62,115,22,2,34,97,1,0,43,129,0.231,0.301,0.488,0.789,243,18,9,0,4,0,"Hokkaido Nippon Ham Fighters",2015
12,"Go Matsumoto",21,11,14,11,2,2,1,0,0,0,0,0,1,5,0.182,0.25,0.273,0.523,3,0,0,2,0,0,"Hokkaido Nippon Ham Fighters",2015
13,"Luis Mendoza",31,26,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,"Hokkaido Nippon Ham Fighters",2015
14,"Takuya Nakashima*",24,143,617,515,69,136,8,2,0,39,34,7,66,93,0.264,0.35,0.287,0.637,148,10,2,34,0,0,"Hokkaido Nippon Ham Fighters",2015
15,"Sho Nakata",26,143,611,539,72,142,26,0,30,102,1,0,64,120,0.263,0.339,0.479,0.817,258,11,1,0,7,4,"Hokkaido Nippon Ham Fighters",2015
16,"Haruki Nishikawa*",23,125,521,442,68,122,18,9,5,35,30,7,60,98,0.276,0.368,0.391,0.759,173,1,4,15,0,2,"Hokkaido Nippon Ham Fighters",2015
17,"Shohei Ohtani*",20,70,119,109,15,22,4,0,5,17,1,0,8,43,0.202,0.252,0.376,0.628,41,1,0,0,2,1,"Hokkaido Nippon Ham Fighters",2015
18,"Hiromi Oka",23,101,294,259,35,61,14,0,4,26,18,3,17,64,0.236,0.299,0.336,0.635,87,8,7,10,1,0,"Hokkaido Nippon Ham Fighters",2015
19,"Shota Ono",28,74,180,155,10,30,8,0,0,10,1,0,16,29,0.194,0.273,0.245,0.518,38,6,1,8,0,0,"Hokkaido Nippon Ham Fighters",2015
